Gene stable ID	Chromosome/scaffold name	Gene name	Gene type	Gene start (bp)	Gene end (bp)
ENSG00000212659	17	KRTAP9-6	protein_coding	41265339	41266641
ENSG00000250575	1	AL732372.3	unprocessed_pseudogene	491225	493241
ENSG00000284733	1	OR4F29	protein_coding	450703	451697
ENSG00000137817	15	PARP6	protein_coding	72241181	72272999
ENSG00000225103	CHR_HSCHR6_MHC_QBL_CTG1	HLA-DQA2	protein_coding	32670013	32675872
ENSG00000273859	CHR_HSCHR11_1_CTG8	RASSF7	protein_coding	560418	564036
ENSG00000260790	16	AC092338.3	antisense	22374859	22378180
ENSG00000176654	12	NANOGP1	transcribed_unprocessed_pseudogene	7890801	7900140
ENSG00000254416	11	AP000924.1	lincRNA	110355130	110406400
ENSG00000260635	16	AC092338.2	antisense	22365121	22369047
ENSG00000243716	16	NPIPB5	protein_coding	22479121	22536521
ENSG00000260113	16	AC093249.1	processed_pseudogene	30626976	30627178
ENSG00000232460	11	BMPR1AP2	processed_pseudogene	121361854	121362865
ENSG00000234794	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRA	protein_coding	32446450	32451660
ENSG00000271022	11	AP002365.1	processed_pseudogene	121426645	121427416
ENSG00000255100	11	AP003119.2	antisense	76782581	76783062
ENSG00000260518	16	BMS1P8	transcribed_unprocessed_pseudogene	33687025	33707213
ENSG00000260107	16	AC005606.1	lincRNA	1997654	1998374
ENSG00000254736	11	BRD9P1	processed_pseudogene	66389609	66390168
ENSG00000243004	7	AC005062.1	sense_overlapping	19918981	20140453
ENSG00000182704	11	TSKU	protein_coding	76782251	76798153
ENSG00000186471	X	AKAP14	protein_coding	119895837	119920716
ENSG00000254510	11	AP001107.5	processed_transcript	66409158	66417137
ENSG00000065613	10	SLK	protein_coding	103967140	104029233
ENSG00000164180	5	TMEM161B	protein_coding	88189633	88269476
ENSG00000268335	19	BNIP3P23	processed_pseudogene	20443215	20443725
ENSG00000269043	19	AC008554.2	lincRNA	20432552	20528615
ENSG00000268461	19	AC078899.2	unprocessed_pseudogene	20389658	20390689
ENSG00000271704	19	BNIP3P20	processed_pseudogene	20351502	20352079
ENSG00000280171	19	AC010329.5	unprocessed_pseudogene	20674923	20696533
ENSG00000160229	19	ZNF66	protein_coding	20776304	20807322
ENSG00000124602	6	UNC5CL	protein_coding	41026895	41039221
ENSG00000151718	4	WWC2	protein_coding	183099257	183320777
ENSG00000269040	19	BNIP3P24	processed_pseudogene	20784596	20785152
ENSG00000268416	19	AC010329.1	lincRNA	20746923	20755250
ENSG00000204020	10	LIPN	protein_coding	88761406	88778242
ENSG00000269373	19	AC008739.2	unprocessed_pseudogene	20838515	20847417
ENSG00000268174	19	BNIP3P22	processed_pseudogene	20416514	20417069
ENSG00000037897	12	METTL1	protein_coding	57768471	57772119
ENSG00000069188	17	SDK2	protein_coding	73334384	73644445
ENSG00000188171	19	ZNF626	protein_coding	20619939	20661596
ENSG00000285237	8	AC104964.5	unprocessed_pseudogene	10474789	10475045
ENSG00000253641	8	AC104964.1	lincRNA	10474565	10481974
ENSG00000273831	CHR_HSCHR11_1_CTG8	LRRC56	protein_coding	537527	554915
ENSG00000124596	6	OARD1	protein_coding	41033627	41097787
ENSG00000235408	20	SNORA71B	snoRNA	38425083	38425354
ENSG00000196756	20	SNHG17	processed_transcript	38420587	38435361
ENSG00000253678	8	AC104964.2	lincRNA	10476597	10479420
ENSG00000092850	1	TEKT2	protein_coding	36084094	36088275
ENSG00000137642	11	SORL1	protein_coding	121452314	121633763
ENSG00000232705	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRB9	unprocessed_pseudogene	32466569	32480224
ENSG00000282747	CHR_HSCHR17_10_CTG4	AC131056.6	lincRNA	36326893	36328453
ENSG00000235228	CHR_HSCHR6_MHC_SSTO_CTG1	BX120007.2	unprocessed_pseudogene	32492462	32492557
ENSG00000282768	CHR_HSCHR17_10_CTG4	AC131056.7	unprocessed_pseudogene	36336091	36336195
ENSG00000268560	19	AC010636.1	lincRNA	20611559	20615389
ENSG00000268272	19	VN1R78P	unprocessed_pseudogene	20583084	20583647
ENSG00000226227	CHR_HSCHR6_MHC_SSTO_CTG1	BX120007.1	unprocessed_pseudogene	32523454	32523549
ENSG00000282403	CHR_HSCHR17_10_CTG4	AC131056.4	unprocessed_pseudogene	36343345	36343444
ENSG00000269885	19	VN1R79P	unprocessed_pseudogene	20758440	20758952
ENSG00000237440	19	AC008554.1	protein_coding	20535825	20565809
ENSG00000282933	X	RHOXF1P3	transcribed_unprocessed_pseudogene	119942834	119992810
ENSG00000260555	7	AC092681.2	lincRNA	150000752	150005124
ENSG00000234493	X	RHOXF1P1	transcribed_unprocessed_pseudogene	119978713	120025138
ENSG00000276538	7	AC092666.2	unprocessed_pseudogene	150047609	150047854
ENSG00000241449	7	AC092666.1	lincRNA	150040521	150076655
ENSG00000163104	4	SMARCAD1	protein_coding	94207611	94291292
ENSG00000184647	8	PRSS55	protein_coding	10525532	10554166
ENSG00000213384	20	EIF4E2P1	processed_pseudogene	20659710	20659964
ENSG00000232090	2	AC016724.1	processed_pseudogene	112995517	112995937
ENSG00000213987	1	AC093151.1	processed_pseudogene	41264550	41264862
ENSG00000235358	1	AC093151.3	lincRNA	41242373	41284861
ENSG00000130244	19	FAM98C	protein_coding	38403135	38409088
ENSG00000136694	2	IL36A	protein_coding	113005461	113008044
ENSG00000259060	14	AL163195.3	protein_coding	20582892	20609795
ENSG00000170681	9	CAVIN4	protein_coding	100578079	100587906
ENSG00000259010	14	AL049869.1	processed_pseudogene	64600243	64601644
ENSG00000279827	19	AC136469.2	TEC	8444570	8445597
ENSG00000269779	19	AC010329.2	unprocessed_pseudogene	20691336	20697615
ENSG00000136153	13	LMO7	protein_coding	75620434	75859870
ENSG00000269110	19	AC010636.2	lincRNA	20553792	20661583
ENSG00000258573	14	AL163195.2	antisense	20587644	20607137
ENSG00000282464	CHR_HSCHR11_1_CTG8	AC137894.2	antisense	528907	532261
ENSG00000152795	4	HNRNPDL	protein_coding	82422564	82430408
ENSG00000231205	19	ZNF826P	transcribed_unprocessed_pseudogene	20340269	20424969
ENSG00000150201	10	FXYD4	protein_coding	43371636	43376335
ENSG00000272505	8	AC104964.4	lincRNA	10486807	10489666
ENSG00000161031	19	PGLYRP2	protein_coding	15468645	15498956
ENSG00000261296	15	AC126323.6	lincRNA	62274163	62278365
ENSG00000253649	8	PRSS51	protein_coding	10482878	10547585
ENSG00000173464	14	RNASE11	protein_coding	20583559	20609884
ENSG00000197635	2	DPP4	protein_coding	161992245	162074215
ENSG00000101109	20	STK4	protein_coding	44966479	45080021
ENSG00000260957	15	AC126323.5	lincRNA	62284190	62285006
ENSG00000259557	15	HMGN1P26	processed_pseudogene	62362029	62362331
ENSG00000158201	18	ABHD3	protein_coding	21650901	21704780
ENSG00000134207	1	SYT6	protein_coding	114089291	114153919
ENSG00000274340	15	AC032011.1	lincRNA	62387327	62388875
ENSG00000235150	10	RCBTB2P1	processed_pseudogene	88785600	88787061
ENSG00000275861	CHR_HSCHR17_10_CTG4	TBC1D3I	protein_coding	36355285	36366216
ENSG00000198554	14	WDHD1	protein_coding	54938949	55027105
ENSG00000146243	6	IRAK1BP1	protein_coding	78867551	78946440
ENSG00000242636	19	RPL21P129	processed_pseudogene	7750684	7751161
ENSG00000173239	10	LIPM	protein_coding	88802730	88820546
ENSG00000169813	10	HNRNPF	protein_coding	43385617	43409166
ENSG00000264750	17	AC032019.1	antisense	73641026	73643106
ENSG00000264985	17	AC124804.1	antisense	73513469	73521407
ENSG00000188693	7	CYP51A1-AS1	antisense	92134604	92180725
ENSG00000230188	9	AL158156.1	processed_pseudogene	37490421	37490893
ENSG00000231197	CHR_HSCHR6_MHC_MANN_CTG1	BX927141.1	unprocessed_pseudogene	29878153	29879115
ENSG00000137054	9	POLR1E	protein_coding	37485948	37503697
ENSG00000235680	CHR_HSCHR6_MHC_MANN_CTG1	HLA-G	protein_coding	29823861	29828018
ENSG00000230975	2	AC012355.1	lincRNA	80699388	80870190
ENSG00000279406	10	AL359183.1	TEC	71364243	71366374
ENSG00000198246	10	SLC29A3	protein_coding	71319259	71381423
ENSG00000234429	2	AC105342.1	processed_pseudogene	81194337	81201184
ENSG00000152766	10	ANKRD22	protein_coding	88819896	88851844
ENSG00000231722	2	AC012075.1	processed_pseudogene	81418723	81419302
ENSG00000258436	14	RNASE12	protein_coding	20590193	20590823
ENSG00000237999	9	ACTG1P19	processed_pseudogene	100731240	100732355
ENSG00000235519	2	LINC01815	lincRNA	81461358	81467468
ENSG00000233444	2	AC013262.1	processed_pseudogene	81666477	81666728
ENSG00000231781	2	AC079896.1	lincRNA	81983272	82005700
ENSG00000227357	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRB4	protein_coding	32542598	32557561
ENSG00000261578	11	AP003119.3	sense_overlapping	76800364	76804555
ENSG00000229560	2	LYARP1	processed_pseudogene	82268427	82269927
ENSG00000234256	10	PTCD2P2	processed_pseudogene	88876450	88877544
ENSG00000237498	2	AC010105.1	lincRNA	82476825	82538711
ENSG00000171777	19	RASGRP4	protein_coding	38409051	38426305
ENSG00000226860	2	AC109638.1	processed_pseudogene	82609652	82609977
ENSG00000226700	2	MTND4P25	processed_pseudogene	82814984	82815516
ENSG00000265656	18	AC106037.2	antisense	21673628	21682561
ENSG00000225045	2	MTND5P27	processed_pseudogene	82815809	82817528
ENSG00000107829	10	FBXW4	protein_coding	101610664	101695295
ENSG00000264188	18	AC106037.1	sense_intronic	21661787	21662395
ENSG00000224695	2	MTND6P7	processed_pseudogene	82817538	82818061
ENSG00000146247	6	PHIP	protein_coding	78934419	79078254
ENSG00000074657	18	ZNF532	protein_coding	58862600	58986480
ENSG00000227789	2	MTCYBP7	processed_pseudogene	82818131	82819264
ENSG00000286211	2	AC098817.1	lincRNA	82831234	82866508
ENSG00000168129	2	DHFRP3	processed_pseudogene	82856826	82857384
ENSG00000223977	2	AC138623.1	processed_pseudogene	83218890	83219105
ENSG00000232548	2	LINC01809	lincRNA	83522814	83523502
ENSG00000258914	14	AL132712.2	lincRNA	103875055	103877478
ENSG00000145908	5	ZNF300	protein_coding	150894392	150904983
ENSG00000258735	14	LINC00637	lincRNA	103847721	103858049
ENSG00000136696	2	IL36B	protein_coding	113022091	113052867
ENSG00000142748	1	FCN3	protein_coding	27369112	27374824
ENSG00000258534	14	AL132712.1	lincRNA	103854366	103880111
ENSG00000223834	10	AL161935.1	lincRNA	31602862	31606218
ENSG00000224627	2	RPL37P10	processed_pseudogene	83594956	83595243
ENSG00000231855	10	AL161935.2	unprocessed_pseudogene	31628540	31628599
ENSG00000233697	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRB8	unprocessed_pseudogene	32589215	32591752
ENSG00000237797	10	MACORIS	lincRNA	31693084	31707388
ENSG00000145911	5	N4BP3	protein_coding	178113532	178126081
ENSG00000149742	11	SLC22A9	protein_coding	63369789	63410294
ENSG00000174576	11	NPAS4	protein_coding	66421004	66426707
ENSG00000251128	4	WWC2-AS1	antisense	183233628	183240634
ENSG00000177300	4	CLDN22	protein_coding	183318194	183320774
ENSG00000271462	12	AC091805.2	processed_pseudogene	19418927	19419161
ENSG00000225658	2	TAF13P2	processed_pseudogene	74351134	74351419
ENSG00000245205	12	EEF1A1P4	processed_pseudogene	19456244	19457648
ENSG00000234632	2	NECAP1P2	processed_pseudogene	74350069	74351009
ENSG00000258630	14	LINC02292	lincRNA	95329584	95335504
ENSG00000240328	12	AC091805.1	processed_pseudogene	19508904	19509245
ENSG00000254478	11	AP004609.2	processed_pseudogene	118821895	118822084
ENSG00000235324	CHR_HSCHR6_MHC_SSTO_CTG1	BX649210.2	processed_pseudogene	32621929	32622868
ENSG00000065911	2	MTHFD2	protein_coding	74198610	74217565
ENSG00000255909	12	PDCD5P1	processed_pseudogene	19413153	19413461
ENSG00000254621	11	SETP16	processed_pseudogene	118833846	118834556
ENSG00000093167	3	LRRFIP2	protein_coding	37052626	37183689
ENSG00000139154	12	AEBP2	protein_coding	19404045	19720801
ENSG00000137714	11	FDX1	protein_coding	110429948	110464884
ENSG00000136695	2	IL36RN	protein_coding	113058638	113065382
ENSG00000237693	5	IRGM	protein_coding	150846523	150900736
ENSG00000114626	3	ABTB1	protein_coding	127672935	127680926
ENSG00000230555	10	AL450326.1	lincRNA	43420738	43422100
ENSG00000165553	14	NGB	protein_coding	77265483	77271312
ENSG00000204060	1	FOXO6	protein_coding	41361922	41383590
ENSG00000142677	1	IL22RA1	protein_coding	24119771	24143140
ENSG00000136280	7	CCM2	protein_coding	44999475	45076469
ENSG00000174950	1	CD164L2	protein_coding	27379176	27383333
ENSG00000229901	1	AC093151.2	antisense	41375004	41375669
ENSG00000204574	6	ABCF1	protein_coding	30571393	30597179
ENSG00000248987	4	PRDX4P1	processed_pseudogene	44944015	44944961
ENSG00000275959	4	AC108467.2	processed_pseudogene	44994426	44996022
ENSG00000230918	2	AC008063.1	antisense	162073256	162075169
ENSG00000116688	1	MFN2	protein_coding	11980181	12013514
ENSG00000248744	4	AC108467.1	lincRNA	45009540	45051652
ENSG00000219700	6	PTCHD3P3	processed_pseudogene	109288571	109290503
ENSG00000233908	6	AL359711.1	processed_pseudogene	109288440	109288562
ENSG00000248320	4	THAP12P9	processed_pseudogene	45323253	45326028
ENSG00000203799	6	CCDC162P	transcribed_unitary_pseudogene	109165831	109355063
ENSG00000232895	1	AL121999.1	lincRNA	114206427	114262278
ENSG00000217482	6	HMGB1P17	processed_pseudogene	135636086	135636713
ENSG00000273698	1	MRPL57P1	processed_pseudogene	114279011	114279275
ENSG00000275544	CHR_HSCHR3_2_CTG3	BDH1	protein_coding	197506664	197557450
ENSG00000233534	6	AL035604.1	lincRNA	135628789	135634681
ENSG00000259656	15	AC013452.2	lincRNA	49101791	49103264
ENSG00000271419	1	AL035410.2	processed_pseudogene	114353986	114355178
ENSG00000231028	6	LINC00271	lincRNA	135497801	135716055
ENSG00000136697	2	IL1F10	protein_coding	113067970	113075850
ENSG00000169189	16	NSMCE1	protein_coding	27224994	27268772
ENSG00000106538	7	RARRES2	protein_coding	150338317	150341662
ENSG00000006534	11	ALDH3B1	protein_coding	68008578	68029282
ENSG00000226540	6	GAPDHP73	processed_pseudogene	135619165	135620171
ENSG00000224560	4	AC108043.1	processed_pseudogene	45414337	45414910
ENSG00000104938	19	CLEC4M	protein_coding	7763149	7769605
ENSG00000126822	14	PLEKHG3	protein_coding	64704102	64750249
ENSG00000132855	1	ANGPTL3	protein_coding	62597487	62606159
ENSG00000226397	12	C12orf77	lincRNA	24993424	25006403
ENSG00000234521	2	AC005041.2	transcribed_unitary_pseudogene	74407797	74413603
ENSG00000226725	X	PABPC1L2B-AS1	antisense	72998388	73002856
ENSG00000217512	6	AL356776.1	processed_pseudogene	79067692	79068138
ENSG00000230337	1	EXOSC10-AS1	antisense	11099675	11102100
ENSG00000188687	2	SLC4A5	protein_coding	74216242	74343414
ENSG00000184388	X	PABPC1L2B	protein_coding	73003517	73005713
ENSG00000133878	8	DUSP26	protein_coding	33591330	33600023
ENSG00000224801	CHR_HSCHR6_MHC_MANN_CTG1	HCG4P8	unprocessed_pseudogene	29824278	29825257
ENSG00000275768	2	SLC2AXP1	unprocessed_pseudogene	95196449	95197357
ENSG00000235498	CHR_HSCHR6_MHC_MANN_CTG1	BX927141.2	unprocessed_pseudogene	29848896	29849024
ENSG00000171824	1	EXOSC10	protein_coding	11066618	11099869
ENSG00000223463	CHR_HSCHR6_MHC_MANN_CTG1	HLA-H	unprocessed_pseudogene	29878611	29881327
ENSG00000156206	15	CFAP161	protein_coding	81007033	81149179
ENSG00000186265	3	BTLA	protein_coding	112463966	112499472
ENSG00000258449	12	AC023510.1	antisense	25096868	25100980
ENSG00000186288	X	PABPC1L2A	protein_coding	73077276	73079512
ENSG00000276842	12	AC023510.2	antisense	25103124	25103869
ENSG00000127399	7	LRRC61	protein_coding	150323263	150338156
ENSG00000118307	12	CASC1	protein_coding	25108289	25195162
ENSG00000205643	22	CDPF1	protein_coding	46244011	46250311
ENSG00000282717	CHR_HSCHR16_1_CTG1	AC243651.2	antisense	15080438	15081000
ENSG00000197323	1	TRIM33	protein_coding	114392790	114511203
ENSG00000117569	1	PTBP2	protein_coding	96721665	96823738
ENSG00000106526	7	ACTR3C	protein_coding	150243916	150323725
ENSG00000250629	5	AC091435.2	antisense	38783580	38792754
ENSG00000249740	5	OSMR-AS1	lincRNA	38710367	38845829
ENSG00000278967	1	AL138847.2	TEC	62607766	62609584
ENSG00000279834	15	AC068870.3	TEC	81060953	81063488
ENSG00000248577	5	AC091435.1	processed_pseudogene	38763158	38764289
ENSG00000259461	15	ANP32BP3	processed_pseudogene	81117635	81118340
ENSG00000229351	17	KRTAP9-11P	unprocessed_pseudogene	41271311	41271835
ENSG00000138134	10	STAMBPL1	protein_coding	88879734	88975153
ENSG00000100122	22	CRYBB1	protein_coding	26599278	26618027
ENSG00000218632	6	RPL7P28	processed_pseudogene	109327175	109327914
ENSG00000116641	1	DOCK7	protein_coding	62454298	62688368
ENSG00000214880	11	OR7E5P	unprocessed_pseudogene	55979398	55980103
ENSG00000188707	7	ZBED6CL	protein_coding	150322639	150332721
ENSG00000261305	7	AC005586.2	sense_overlapping	150337483	150343346
ENSG00000233924	14	RPSAP13	processed_pseudogene	55004813	55005687
ENSG00000235805	3	SOCS5P3	processed_pseudogene	44709311	44710886
ENSG00000196653	3	ZNF502	protein_coding	44712643	44723831
ENSG00000285571	6	AL513548.4	lincRNA	26677003	26683211
ENSG00000143575	1	HAX1	protein_coding	154272511	154275875
ENSG00000237829	CHR_HSCHR6_MHC_SSTO_CTG1	PPP1R11	protein_coding	30057093	30060717
ENSG00000280194	19	AD000864.2	TEC	35901561	35903855
ENSG00000235116	CHR_HSCHR6_MHC_SSTO_CTG1	BX649210.1	processed_pseudogene	32624375	32624782
ENSG00000167604	19	AD000864.1	protein_coding	35887653	35902303
ENSG00000231561	19	CEACAMP5	unprocessed_pseudogene	42654200	42669076
ENSG00000234218	CHR_HSCHR6_MHC_COX_CTG1	MICB	protein_coding	31485545	31498583
ENSG00000070182	14	SPTB	protein_coding	64746283	64879907
ENSG00000227099	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRB7	unprocessed_pseudogene	32627102	32646281
ENSG00000230161	9	AL162395.1	processed_pseudogene	100912320	100912741
ENSG00000275598	11	AP000484.1	processed_pseudogene	63469376	63470944
ENSG00000238101	CHR_HSCHR6_MHC_SSTO_CTG1	FAM8A5P	processed_pseudogene	32629937	32631068
ENSG00000229541	9	GAPDHP26	processed_pseudogene	100975668	100976682
ENSG00000168004	11	HRASLS5	protein_coding	63461404	63491194
ENSG00000243167	19	RPS10P28	processed_pseudogene	42670005	42670816
ENSG00000255306	11	AC004923.4	antisense	68024809	68030461
ENSG00000245888	16	NSMCE1-DT	antisense	27268205	27290492
ENSG00000231207	1	FO393419.1	processed_pseudogene	27389468	27390145
ENSG00000267097	18	SLC14A2-AS1	antisense	45423764	45483218
ENSG00000233085	6	BX322234.2	lincRNA	169286534	169289216
ENSG00000224645	1	AL391069.1	antisense	151340648	151341966
ENSG00000275914	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR2DL2	protein_coding	54754693	54769187
ENSG00000181773	1	GPR3	protein_coding	27392622	27395814
ENSG00000088367	20	EPB41L1	protein_coding	36091504	36232799
ENSG00000267354	18	AC091151.1	sense_intronic	45507202	45550183
ENSG00000143390	1	RFX5	protein_coding	151340640	151347357
ENSG00000267193	18	AC023421.2	antisense	45669367	45747215
ENSG00000228225	2	AC016908.1	processed_pseudogene	84031140	84032358
ENSG00000228902	2	ST6GALNAC2P1	processed_pseudogene	84039885	84040720
ENSG00000224999	6	VTA1P1	processed_pseudogene	169296471	169297959
ENSG00000132874	18	SLC14A2	protein_coding	45212995	45683686
ENSG00000187686	11	KRT18P59	transcribed_processed_pseudogene	125113161	125126781
ENSG00000226194	6	LINC02519	lincRNA	169369998	169388385
ENSG00000182814	2	FUNDC2P2	transcribed_processed_pseudogene	84290683	84292202
ENSG00000228150	1	AL357140.2	sense_intronic	9942923	9949974
ENSG00000261092	16	LINC02178	lincRNA	50390916	50395133
ENSG00000261438	10	AL157394.1	sense_overlapping	89015836	89017059
ENSG00000241326	1	AL603962.1	sense_intronic	9983141	9984568
ENSG00000130943	22	PKDREJ	protein_coding	46255663	46263355
ENSG00000278283	X	AL020991.1	unprocessed_pseudogene	55044749	55045121
ENSG00000283611	1	TMEM274P	unitary_pseudogene	9950572	9960787
ENSG00000255475	11	AP001007.2	lincRNA	125132847	125139587
ENSG00000173614	1	NMNAT1	protein_coding	9943428	9985501
ENSG00000254880	11	PKNOX2-AS1	lincRNA	125158461	125164609
ENSG00000026103	10	FAS	protein_coding	88990531	89017059
ENSG00000184281	11	TSSC4	protein_coding	2400488	2403878
ENSG00000100968	14	NFATC4	protein_coding	24365673	24379604
ENSG00000260573	16	AC007493.1	lincRNA	50407666	50546347
ENSG00000256568	11	AP002761.2	lincRNA	73176694	73181696
ENSG00000215841	11	AP002761.1	antisense	73214998	73215913
ENSG00000228272	2	AC106874.1	lincRNA	84315108	84350774
ENSG00000262185	16	AC005736.1	lincRNA	3931217	3950586
ENSG00000234466	X	AL590240.2	processed_pseudogene	55054945	55055838
ENSG00000230467	CHR_HSCHR6_MHC_SSTO_CTG1	RNF39	protein_coding	30060650	30066271
ENSG00000236114	10	AL450326.2	unprocessed_pseudogene	43523256	43525217
ENSG00000243660	10	ZNF487	protein_coding	43436841	43483181
ENSG00000079102	8	RUNX1T1	protein_coding	91954967	92103286
ENSG00000238269	X	PAGE2B	protein_coding	55075063	55078909
ENSG00000109079	17	TNFAIP1	protein_coding	28335602	28347009
ENSG00000047457	3	CP	protein_coding	149162410	149221829
ENSG00000285733	6	AL031315.1	protein_coding	169419969	169702047
ENSG00000126264	19	HCST	protein_coding	35902480	35904377
ENSG00000149133	11	OR5F1	protein_coding	55993681	55994625
ENSG00000141519	17	CCDC40	protein_coding	80036632	80100613
ENSG00000259470	15	KRT8P9	processed_pseudogene	70858714	70860162
ENSG00000129028	15	THAP10	protein_coding	70881342	70892433
ENSG00000128928	15	IVD	protein_coding	40405485	40435947
ENSG00000184465	6	WDR27	protein_coding	169457212	169702067
ENSG00000182365	11	OR5F2P	unprocessed_pseudogene	56015017	56015957
ENSG00000255474	12	GAU1	lincRNA	4700417	4720102
ENSG00000256381	12	AC005832.1	sense_intronic	4645496	4648027
ENSG00000139180	12	NDUFA9	protein_coding	4649095	4694317
ENSG00000156411	14	ATP5MPL	protein_coding	103912288	103928269
ENSG00000231445	2	TIMM8AP1	processed_pseudogene	162077357	162077651
ENSG00000162441	1	LZIC	protein_coding	9922113	9943407
ENSG00000204065	X	TCEAL5	protein_coding	103273691	103276750
ENSG00000285790	18	AC021517.2	lincRNA	45491581	45503824
ENSG00000224674	2	EIF3EP2	processed_pseudogene	162088259	162090072
ENSG00000266968	18	AC023421.1	sense_intronic	45646153	45647937
ENSG00000233397	2	AC008063.2	lincRNA	162092232	162095032
ENSG00000266988	18	AC021517.1	sense_intronic	45483345	45529855
ENSG00000137821	15	LRRC49	protein_coding	70853239	71053657
ENSG00000278694	1	AL354980.1	unprocessed_pseudogene	154312462	154313084
ENSG00000103742	15	IGDCC4	protein_coding	65381484	65422947
ENSG00000141469	18	SLC14A1	protein_coding	45687025	45752520
ENSG00000133134	X	BEX2	protein_coding	103309346	103311046
ENSG00000037280	5	FLT4	protein_coding	180601506	180649624
ENSG00000117448	1	AKR1A1	protein_coding	45550543	45570049
ENSG00000240449	7	AC005586.1	antisense	150363777	150372590
ENSG00000284048	7	AC073111.4	processed_transcript	150379329	150410597
ENSG00000254396	9	AL355432.1	lincRNA	27102630	27104728
ENSG00000282235	CHR_HSCHR17_1_CTG1	AC240565.3	lincRNA	64099	76866
ENSG00000214022	7	REPIN1	protein_coding	150368189	150374044
ENSG00000282518	CHR_HSCHR17_1_CTG1	AC240565.4	lincRNA	97494	118578
ENSG00000225885	8	AC023590.1	antisense	118282139	118400605
ENSG00000183638	8	RP1L1	protein_coding	10606349	10712187
ENSG00000140931	16	CMTM3	protein_coding	66603874	66613892
ENSG00000226849	1	AL109811.1	antisense	11068471	11073097
ENSG00000280173	3	AC104447.1	TEC	47346950	47349073
ENSG00000281641	8	SAMD12-AS1	lincRNA	118621001	118858218
ENSG00000274213	17	AC015912.3	lincRNA	56914186	56914533
ENSG00000171060	8	C8orf74	protein_coding	10672628	10700590
ENSG00000242206	8	RPS26P35	processed_pseudogene	118761856	118762201
ENSG00000163285	4	GABRG1	protein_coding	46035769	46124054
ENSG00000177570	8	SAMD12	protein_coding	118189455	118622112
ENSG00000004142	17	POLDIP2	protein_coding	28346633	28357527
ENSG00000246790	11	AP000977.1	antisense	121447331	121453013
ENSG00000282924	16	AC136428.4	unprocessed_pseudogene	33723356	33763773
ENSG00000277705	12	AC007450.3	processed_pseudogene	11507162	11507408
ENSG00000270863	12	DDX55P1	processed_pseudogene	11512723	11514136
ENSG00000260433	18	LINC01917	processed_transcript	53480835	53581091
ENSG00000261580	16	ENPP7P13	processed_pseudogene	33769421	33769679
ENSG00000274551	12	AC007450.2	unprocessed_pseudogene	11516425	11521686
ENSG00000260308	16	AC136428.2	processed_pseudogene	33771035	33771248
ENSG00000152455	10	SUV39H2	protein_coding	14878820	14904315
ENSG00000284041	7	AC073111.3	protein_coding	150368790	150396915
ENSG00000233757	2	AC092835.1	protein_coding	95207535	95259774
ENSG00000284691	7	AC073111.5	protein_coding	150400702	150412470
ENSG00000187323	18	DCC	protein_coding	52340197	53535903
ENSG00000277730	CHR_HSCHR17_1_CTG1	SCGB1C2	protein_coding	137526	139067
ENSG00000214756	11	CSKMT	protein_coding	62665309	62668496
ENSG00000231963	X	AL662864.1	antisense	73080167	73084635
ENSG00000234068	X	PAGE2	protein_coding	55089008	55092842
ENSG00000250107	17	CACNA1G-AS1	antisense	50556207	50562108
ENSG00000197083	5	ZNF300P1	transcribed_unprocessed_pseudogene	150930645	150946289
ENSG00000204118	X	NAP1L6	transcribed_processed_pseudogene	73126037	73128080
ENSG00000250976	17	AC021491.3	antisense	50563203	50563783
ENSG00000251239	17	AC004590.1	antisense	50627032	50631940
ENSG00000228080	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRB1	protein_coding	32670593	32703817
ENSG00000274235	5	AC022106.1	unprocessed_pseudogene	150950109	150952460
ENSG00000186462	X	NAP1L2	protein_coding	73212299	73214848
ENSG00000239377	7	AC073111.1	antisense	150379854	150383885
ENSG00000068383	10	INPP5A	protein_coding	132537787	132783480
ENSG00000196456	7	ZNF775	protein_coding	150379330	150398630
ENSG00000230311	X	TOMM20P4	processed_pseudogene	73223124	73223558
ENSG00000272921	12	AC005832.4	protein_coding	4604944	4662643
ENSG00000272670	CHR_HSCHR17_1_CTG1	DOC2B	protein_coding	142789	180568
ENSG00000204922	11	UQCC3	protein_coding	62670273	62673686
ENSG00000237014	X	AC004074.1	processed_pseudogene	73237647	73238709
ENSG00000186513	11	OR9Q2	protein_coding	58189070	58194053
ENSG00000225664	X	YWHAZP8	processed_pseudogene	73274785	73275515
ENSG00000010219	12	DYRK4	protein_coding	4562204	4615302
ENSG00000131264	X	CDX4	protein_coding	73447254	73455245
ENSG00000260401	11	AP002761.4	sense_overlapping	73238975	73242335
ENSG00000221826	19	PSG3	protein_coding	42721638	42740481
ENSG00000197887	11	OR1S2	protein_coding	58203202	58204181
ENSG00000143595	1	AQP10	protein_coding	154321090	154325325
ENSG00000097007	9	ABL1	protein_coding	130713946	130887675
ENSG00000175591	11	P2RY2	protein_coding	73218298	73236352
